occupants,lighting_interior,lighting_exterior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.0493,0.559,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.517,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.517,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.503,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.461,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.503,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.601,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.657,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.475,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.322,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.336,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.35,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.336,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.392,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.433,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.447,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0521,0.545,0.0521,0,0,0,0,0.36,0.532,0.532,0,0,0
1,0.0521,0.741,0.0521,0,0,0,0,0.36,0.532,0.532,0,0,0.226
1,0.0521,0.881,0.0521,0,0,0,0,0.36,0.532,0.532,0,0,0
1,0.0521,0.937,0.0521,0,0,0,0,0.36,0.532,0.532,0,0,0
1,0.151,0.993,0.151,0,0,0,0,0.503,0.618,0.618,0,0,0.223
1,0.151,0.965,0.151,0.0667,0,0,0,0.503,0.618,0.618,0,0,0.159
1,0.151,0.825,0.151,0.933,0,0,0,0.503,0.618,0.618,0,0,0
1,0.151,0.699,0.151,0,0,0,0,0.503,0.618,0.618,0,0,0.288
1,0.353,0.559,0.353,0,0,0,0,0.601,0.693,0.693,0,0,0
1,0.353,0.517,0.353,0,0,0,0,0.601,0.693,0.693,0,0,0
0.5,0.201,0.517,0.201,0,0,0,0,0.43,0.579,0.579,0,0,0.222
0.5,0.201,0.503,0.201,0,0,0,0,0.43,0.579,0.579,0,0,0.0633
0.5,0.248,0.461,0.248,0,0,0,0,0.457,0.626,0.626,0,0,0
0.5,0.248,0.503,0.248,0,0,0,0,0.457,0.626,0.626,0,0,0.0847
0.5,0.248,0.601,0.248,0,0,0,0,0.457,0.626,0.626,0,0,0
0.5,0.248,0.657,0.248,0,0,0,0,0.457,0.626,0.626,0,0,0.211
0,0.0493,0.475,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.15
0,0.0493,0.322,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0493,0.336,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0493,0.35,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0493,0.336,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.269,0.392,0.269,0,0,0,0,0.29,0.635,0.635,0,0,0
0.5,0.269,0.433,0.269,0,0,0,0,0.29,0.635,0.635,0,0,0
0.5,0.269,0.447,0.269,0,0,0,0,0.29,0.635,0.635,0,0,0.082
0.5,0.262,0.545,0.262,0,0,0,0,0.297,0.635,0.635,0,0,0
0.5,0.262,0.741,0.262,0,0,0,0,0.297,0.635,0.635,0,0,0
0.5,0.262,0.881,0.262,0,0,0,0,0.297,0.635,0.635,0,0,0
0.5,0.262,0.937,0.262,0,0,0,0,0.297,0.635,0.635,0,0,0.082
0.5,0.253,0.993,0.253,0,0,0,0,0.304,0.645,0.645,0,0,0
0.5,0.253,0.965,0.253,0,0,0,0,0.304,0.645,0.645,0,0,0
0.5,0.253,0.825,0.253,0,0,0,0,0.304,0.645,0.645,0,0,0.082
0.5,0.253,0.699,0.253,0,0,0,0,0.304,0.645,0.645,0,0,0
0.5,0.246,0.559,0.246,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.246,0.517,0.246,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.246,0.517,0.246,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.246,0.503,0.246,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.245,0.461,0.245,0,0,0,0,0.325,0.654,0.654,0,0,0
0.5,0.245,0.503,0.245,0,0,0,0,0.325,0.654,0.654,0,0,0
0.5,0.245,0.601,0.245,0,0,0,0,0.325,0.654,0.654,0,0,0
0.5,0.245,0.657,0.245,0,0,0,0,0.325,0.654,0.654,0,0,0.082
0.5,0.249,0.475,0.249,0,0,0,0,0.346,0.645,0.645,0,0,0
0.5,0.249,0.322,0.249,0,0,0,0,0.346,0.645,0.645,0,0,0.164
0.5,0.249,0.336,0.249,0,0,0,0,0.346,0.645,0.645,0,0,0.082
0.5,0.249,0.35,0.249,0,0,0,0,0.346,0.645,0.645,0,0,0
0.5,0.272,0.336,0.272,0,0,0,0,0.353,0.664,0.664,0,0,0
0.5,0.272,0.392,0.272,0,0,0,0,0.353,0.664,0.664,0,0,0.082
0.5,0.272,0.433,0.272,0,0,0,0,0.353,0.664,0.664,0,0,0
0.5,0.272,0.447,0.272,0,0,0,0,0.353,0.664,0.664,0,0,0
1,0.616,0.545,0.616,0,0,0,0,0.545,0.899,0.899,0,0,0
1,0.616,0.741,0.616,0,0,0,0,0.545,0.899,0.899,0,0,0.082
1,0.616,0.881,0.616,0,0,0,0,0.545,0.899,0.899,0,0,0
1,0.616,0.937,0.616,0,0,0,0,0.545,0.899,0.899,0,0,0
1,0.817,0.993,0.817,0,0,0,0,0.741,0.974,0.974,0,0,0
1,0.817,0.965,0.817,0,0,0,0,0.741,0.974,0.974,0,0,0.082
1,0.817,0.825,0.817,0,0,0,0,0.741,0.974,0.974,0,0,0
1,0.817,0.699,0.817,0,0,0,0,0.741,0.974,0.974,0,0,0
1,0.986,0.559,0.986,0,0,0,0,0.881,0.993,0.993,0,0,0
1,0.986,0.517,0.986,0,0,0,0,0.881,0.993,0.993,0,0,0.082
1,0.986,0.517,0.986,0,0,0,0,0.881,0.993,0.993,0,0,0
1,0.986,0.503,0.986,0,0,0,0,0.881,0.993,0.993,0,0,0
1,0.513,0.461,0.513,0,0,0,0,0.597,0.701,0.701,0,0,0.082
1,0.513,0.503,0.513,0,0,0,0,0.597,0.701,0.701,0,0,0
1,0.513,0.601,0.513,0,0,0,0,0.597,0.701,0.701,0,0,0.082
1,0.513,0.657,0.513,0,0,0,0,0.597,0.701,0.701,0,0,0.082
1,0.424,0.475,0.424,0,0,0,0,0.625,0.673,0.673,0,0,0
1,0.424,0.322,0.424,0,0,0,0,0.625,0.673,0.673,0,0,0
1,0.424,0.336,0.424,0,0,0,0,0.625,0.673,0.673,0,0,0
1,0.424,0.35,0.424,0,0,0,0,0.625,0.673,0.673,0,0,0
1,0.326,0.336,0.326,0,0,0,0,0.611,0.654,0.654,0,0,0
1,0.326,0.392,0.326,0,0,0,0,0.611,0.654,0.654,0,0,0
1,0.326,0.433,0.326,0,0,0,0,0.611,0.654,0.654,0,0,0.082
1,0.326,0.447,0.326,0,0,0,0,0.611,0.654,0.654,0,0,0
1,0.286,0.545,0.286,0,0,0,0,0.541,0.607,0.607,0,0,0
1,0.286,0.741,0.286,0,0,0,0,0.541,0.607,0.607,0,0,0
1,0.286,0.881,0.286,0,0,0,0,0.541,0.607,0.607,0,0,0
1,0.286,0.937,0.286,0,0,0,0,0.541,0.607,0.607,0,0,0
1,0.149,0.993,0.149,0,0,0,0,0.478,0.57,0.57,0,0,0
1,0.149,0.965,0.149,0,0,0,0,0.478,0.57,0.57,0,0,0
1,0.149,0.825,0.149,0,0,0,0,0.478,0.57,0.57,0,0,0.082
1,0.149,0.699,0.149,0,0,0,0,0.478,0.57,0.57,0,0,0.082
1,0.0864,0.559,0.0864,0,0,0,0,0.409,0.56,0.56,0,0,0
1,0.0864,0.517,0.0864,0,0,0,0,0.409,0.56,0.56,0,0,0
1,0.0864,0.517,0.0864,0,0,0,0,0.409,0.56,0.56,0,0,0
1,0.0864,0.503,0.0864,0,0,0,0,0.409,0.56,0.56,0,0,0
1,0.0493,0.461,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.503,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.601,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.657,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.475,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.322,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.336,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.35,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.336,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.392,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.433,0.0493,0,0,0,0,0.381,0.523,0.523,0,0,0
1,0.0493,0.447,0.0493,0,0,0,0,0.381,0.523,0.523,0,0,0
1,0.0493,0.545,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.741,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.164
1,0.0493,0.881,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.937,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0999,0.993,0.0999,0,0,0,0,0.381,0.542,0.542,0,0,0
1,0.0999,0.965,0.0999,0,0,0,0,0.381,0.542,0.542,0,0,0.226
1,0.0999,0.825,0.0999,0,0,0,0,0.381,0.542,0.542,0,0,0.0647
1,0.0999,0.699,0.0999,0,0,0,0,0.381,0.542,0.542,0.615,0,0
1,0.201,0.559,0.201,0,0,0,0,0.43,0.579,0.579,0.576,0,0.154
1,0.201,0.517,0.201,0,0.4,0,0,0.43,0.579,0.579,0.461,0,0
1,0.353,0.517,0.353,0,1,0,0,0.601,0.693,0.693,0,0,0
1,0.353,0.503,0.353,0,1,0,0,0.601,0.693,0.693,0,0,0.219
1,0.447,0.461,0.447,0,1,0,0,0.657,0.787,0.787,0,0,0.125
1,0.447,0.503,0.447,0.0667,0.867,0,0,0.657,0.787,0.787,0,0,0
1,0.447,0.601,0.447,1,0,0,0,0.657,0.787,0.787,0,0,0.221
1,0.447,0.657,0.447,1,0,0,0,0.657,0.787,0.787,0,0,0.0315
1,0.475,0.475,0.475,0,0,0.6,0,0.475,0.806,0.806,0,0,0
1,0.475,0.322,0.475,0,0,0.333,0,0.475,0.806,0.806,0,0,0
1,0.475,0.336,0.475,0,0,0,0,0.475,0.806,0.806,0,0,0
1,0.475,0.35,0.475,0,0,0,0.0667,0.475,0.806,0.806,0,0.244,0
0.5,0.269,0.336,0.269,0,0,0,1,0.29,0.635,0.635,0,0.567,0.164
0.5,0.269,0.392,0.269,0,0,0,1,0.29,0.635,0.635,0,0.271,0.328
0.5,0.269,0.433,0.269,0,0,0,1,0.29,0.635,0.635,0,0.869,0
0.5,0.269,0.447,0.269,0,0,0,1,0.29,0.635,0.635,0,0.197,0
0.5,0.262,0.545,0.262,0,0,0,0.267,0.297,0.635,0.635,0,0,0
0.5,0.262,0.741,0.262,0,0,0,0,0.297,0.635,0.635,0,0,0
